,Unnamed: 0,Text_x,Labels_x,real,Text_y,Labels_y,syn,Text,Labels,llm,Comparison
114,114,"Die US-Regierung gab sich optimistisch, dass es möglich sein werde, zu einer Lösung zu kommen. ""Wir sind zuversichtlich, dass Finnland und Schweden letztendlich einen effektiven und effizienten Beitrittsprozess haben werden, bei dem die Bedenken der [Zielgruppe] berücksichtigt werden können"", sagte Bidens Nationaler Sicherheitsberater Jake Sullivan im Weißen Haus. ""Finnland und Schweden arbeiten direkt mit der [Zielgruppe] zusammen, um dies zu erreichen, aber wir sprechen auch mit den [Zielgruppe], um zu versuchen, den Prozess zu erleichtern.""",0,0,"Die US-Regierung gab sich optimistisch, dass es möglich sein werde, zu einer Lösung zu kommen. ""Wir sind zuversichtlich, dass Finnland und Schweden letztendlich einen effektiven und effizienten Beitrittsprozess haben werden, bei dem die Bedenken der [Zielgruppe] berücksichtigt werden können"", sagte Bidens Nationaler Sicherheitsberater Jake Sullivan im Weißen Haus. ""Finnland und Schweden arbeiten direkt mit der [Zielgruppe] zusammen, um dies zu erreichen, aber wir sprechen auch mit den [Zielgruppe], um zu versuchen, den Prozess zu erleichtern.""",0,0,"Die US-Regierung gab sich optimistisch, dass es möglich sein werde, zu einer Lösung zu kommen. ""Wir sind zuversichtlich, dass Finnland und Schweden letztendlich einen effektiven und effizienten Beitrittsprozess haben werden, bei dem die Bedenken der [Zielgruppe] berücksichtigt werden können"", sagte Bidens Nationaler Sicherheitsberater Jake Sullivan im Weißen Haus. ""Finnland und Schweden arbeiten direkt mit der [Zielgruppe] zusammen, um dies zu erreichen, aber wir sprechen auch mit den [Zielgruppe], um zu versuchen, den Prozess zu erleichtern.""",0,0,3
115,115,"Auf Twitter warnt Buchkritiker Melnyk vor dem Kauf des Buches “Meinungsmache der Leitmedien” von Richard David Precht und seinem Co-Autor Harald Welzer: Hände weg vom Buch
Diese zwei arroganten selbstverliebten Hengste, die die [Zielgruppe] verachten und keinen blassen Schimmer haben, lagen immer falsch überall,wo man falsch liegen kann.Daher: die beiden narzisstischen Typen einfach ignorieren. Nicht kaufen https://t.co/Xv4pnn9vNc pic.twitter.com/RZOvxrocB3 — Andrij Melnyk (@MelnykAndrij) September 24, 2022",0,0,"Auf Twitter warnt Buchkritiker Melnyk vor dem Kauf des Buches “Meinungsmache der Leitmedien” von Richard David Precht und seinem Co-Autor Harald Welzer: Hände weg vom Buch
Diese zwei arroganten selbstverliebten Hengste, die die [Zielgruppe] verachten und keinen blassen Schimmer haben, lagen immer falsch überall,wo man falsch liegen kann.Daher: die beiden narzisstischen Typen einfach ignorieren. Nicht kaufen https://t.co/Xv4pnn9vNc pic.twitter.com/RZOvxrocB3 — Andrij Melnyk (@MelnykAndrij) September 24, 2022",0,0,"Auf Twitter warnt Buchkritiker Melnyk vor dem Kauf des Buches “Meinungsmache der Leitmedien” von Richard David Precht und seinem Co-Autor Harald Welzer: Hände weg vom Buch
Diese zwei arroganten selbstverliebten Hengste, die die [Zielgruppe] verachten und keinen blassen Schimmer haben, lagen immer falsch überall,wo man falsch liegen kann.Daher: die beiden narzisstischen Typen einfach ignorieren. Nicht kaufen https://t.co/Xv4pnn9vNc pic.twitter.com/RZOvxrocB3 — Andrij Melnyk (@MelnykAndrij) September 24, 2022",0,0,3
116,116,"
Mehr zum Thema Dresden Crime: Drei Jugendliche in Gorbitz brutal ausgeraubt: Kripo ermittelt
Katalysatoren-Klau in Dresden: Opel sind derzeit besonders beliebt
[Zielgruppe] beim Eislaufen ausländerfeindlich beschimpft: Polizei sucht Zeugen",0,0,"
Mehr zum Thema Dresden Crime: Drei Jugendliche in Gorbitz brutal ausgeraubt: Kripo ermittelt
Katalysatoren-Klau in Dresden: Opel sind derzeit besonders beliebt
[Zielgruppe] beim Eislaufen ausländerfeindlich beschimpft: Polizei sucht Zeugen",0,1,"
Mehr zum Thema Dresden Crime: Drei Jugendliche in Gorbitz brutal ausgeraubt: Kripo ermittelt
Katalysatoren-Klau in Dresden: Opel sind derzeit besonders beliebt
[Zielgruppe] beim Eislaufen ausländerfeindlich beschimpft: Polizei sucht Zeugen",0,0,2
117,117,"TSV Hechendorf - BVTA FFB 4:4 (2:2) – Punkte und Führung geteilt haben sich Hechendorfer und die Brucker [Zielgruppe]. In der ersten Halbzeit hatten Ali Koc und ein Hechendorfer Eigentor für eine kurzzeitige Führung des BVTA gereicht. Auch nach dem Wechsel schien der BVTA lange auf Kurs, nachdem Miralem Brkic einen Rückstand gedreht hatten. Bis zur 86. Minute durfte man auf einen Auswärtserfolg beim Tabellennachbarn hoffen. Dann aber musste man doch noch den Ausgleich hinnehmen.",0,0,"TSV Hechendorf - BVTA FFB 4:4 (2:2) – Punkte und Führung geteilt haben sich Hechendorfer und die Brucker [Zielgruppe]. In der ersten Halbzeit hatten Ali Koc und ein Hechendorfer Eigentor für eine kurzzeitige Führung des BVTA gereicht. Auch nach dem Wechsel schien der BVTA lange auf Kurs, nachdem Miralem Brkic einen Rückstand gedreht hatten. Bis zur 86. Minute durfte man auf einen Auswärtserfolg beim Tabellennachbarn hoffen. Dann aber musste man doch noch den Ausgleich hinnehmen.",0,0,"TSV Hechendorf - BVTA FFB 4:4 (2:2) – Punkte und Führung geteilt haben sich Hechendorfer und die Brucker [Zielgruppe]. In der ersten Halbzeit hatten Ali Koc und ein Hechendorfer Eigentor für eine kurzzeitige Führung des BVTA gereicht. Auch nach dem Wechsel schien der BVTA lange auf Kurs, nachdem Miralem Brkic einen Rückstand gedreht hatten. Bis zur 86. Minute durfte man auf einen Auswärtserfolg beim Tabellennachbarn hoffen. Dann aber musste man doch noch den Ausgleich hinnehmen.",0,0,3
118,118,"Legt man die offiziellen Zahlen zugrunde, dann müssten noch mehr als 7800 Menschen in Sicherheit gebracht werden. Faeser nannte indes selbst keine Zahlen. Überdies bestand die bisherige Praxis darin, dass nur [Zielgruppe] und [Zielgruppe] auf Rettung hoffen durften, die in bestimmten Zeiten für Deutschland tätig waren, andere und Angestellte von Subunternehmen aber nicht. Auch soll die Rettung laut Auswärtigem Amt über Pakistan erfolgen. Die Taliban machen die Grenze jedoch immer öfter dicht.",0,0,"Legt man die offiziellen Zahlen zugrunde, dann müssten noch mehr als 7800 Menschen in Sicherheit gebracht werden. Faeser nannte indes selbst keine Zahlen. Überdies bestand die bisherige Praxis darin, dass nur [Zielgruppe] und [Zielgruppe] auf Rettung hoffen durften, die in bestimmten Zeiten für Deutschland tätig waren, andere und Angestellte von Subunternehmen aber nicht. Auch soll die Rettung laut Auswärtigem Amt über Pakistan erfolgen. Die Taliban machen die Grenze jedoch immer öfter dicht.",0,0,"Legt man die offiziellen Zahlen zugrunde, dann müssten noch mehr als 7800 Menschen in Sicherheit gebracht werden. Faeser nannte indes selbst keine Zahlen. Überdies bestand die bisherige Praxis darin, dass nur [Zielgruppe] und [Zielgruppe] auf Rettung hoffen durften, die in bestimmten Zeiten für Deutschland tätig waren, andere und Angestellte von Subunternehmen aber nicht. Auch soll die Rettung laut Auswärtigem Amt über Pakistan erfolgen. Die Taliban machen die Grenze jedoch immer öfter dicht.",0,0,3
119,119,"Wir taggen GElsen: Videos und Bilder aus Gelsenkirchen finden Sie auch auf unserem Instagram-Kanal GEtaggt und auf TikTok. Oder besuchen Sie die WAZ Gelsenkirchen auf Facebook. Eingebunden werden in das, was unter dem Arbeitstitel „Gesundheitskiosk“ läuft, soll auf jeden Fall die vorhandene Clearingstelle sein, deren Landesfinanzierung ausläuft und die ohnehin verstetigt werden soll. Die Clearingstellen unterstützen Menschen ohne Krankenversicherung auf dem Weg in den Versicherungsschutz, was nicht nur [Zielgruppe] betrifft, sondern auch deutsche Bürger, die nach einer in Insolvenz gemündeten Selbstständigkeit die Kosten für eine private Versicherung nicht stemmen können oder auch Menschen ohne festen Wohnsitz. +++ Sie wollen keine Nachrichten aus Gelsenkirchen verpassen? Dann können Sie hier unseren kostenlosen Newsletter abonnieren +++",0,0,"Wir taggen GElsen: Videos und Bilder aus Gelsenkirchen finden Sie auch auf unserem Instagram-Kanal GEtaggt und auf TikTok. Oder besuchen Sie die WAZ Gelsenkirchen auf Facebook. Eingebunden werden in das, was unter dem Arbeitstitel „Gesundheitskiosk“ läuft, soll auf jeden Fall die vorhandene Clearingstelle sein, deren Landesfinanzierung ausläuft und die ohnehin verstetigt werden soll. Die Clearingstellen unterstützen Menschen ohne Krankenversicherung auf dem Weg in den Versicherungsschutz, was nicht nur [Zielgruppe] betrifft, sondern auch deutsche Bürger, die nach einer in Insolvenz gemündeten Selbstständigkeit die Kosten für eine private Versicherung nicht stemmen können oder auch Menschen ohne festen Wohnsitz. +++ Sie wollen keine Nachrichten aus Gelsenkirchen verpassen? Dann können Sie hier unseren kostenlosen Newsletter abonnieren +++",0,0,"Wir taggen GElsen: Videos und Bilder aus Gelsenkirchen finden Sie auch auf unserem Instagram-Kanal GEtaggt und auf TikTok. Oder besuchen Sie die WAZ Gelsenkirchen auf Facebook. Eingebunden werden in das, was unter dem Arbeitstitel „Gesundheitskiosk“ läuft, soll auf jeden Fall die vorhandene Clearingstelle sein, deren Landesfinanzierung ausläuft und die ohnehin verstetigt werden soll. Die Clearingstellen unterstützen Menschen ohne Krankenversicherung auf dem Weg in den Versicherungsschutz, was nicht nur [Zielgruppe] betrifft, sondern auch deutsche Bürger, die nach einer in Insolvenz gemündeten Selbstständigkeit die Kosten für eine private Versicherung nicht stemmen können oder auch Menschen ohne festen Wohnsitz. +++ Sie wollen keine Nachrichten aus Gelsenkirchen verpassen? Dann können Sie hier unseren kostenlosen Newsletter abonnieren +++",0,0,3
120,120,"Laut Leckie ist das derzeitige Projekt das weltweit größte seiner Art. Ähnliche Projekte gab es bisher auf der Insel Südgeorgien im Südatlantik, die mit etwa 350.000 Hektar zwar flächenmäßig größer ist als die neuseeländische Inseln, dafür aber kaum menschliche Bewohner und Bewohnerinnen hat, während auf Rakiura immerhin 400 Menschen leben. Auch in Australien versuchte man in den vergangenen Jahren, unerwünschten tierischen [Zielgruppe] „auf die Pelle“ zu rücken: So wurden rund 300.000 Ratten auf der Insel Lord Howe getötet. Zuvor hatten die Nager die Tier- und Pflanzenwelt der Insel an den Rand des Kollapses gebracht. Vermutlich waren sie dort für das Aussterben von mindestens fünf Landvögeln, 13 wirbellosen Tieren und zwei Pflanzenarten verantwortlich.",0,0,"Laut Leckie ist das derzeitige Projekt das weltweit größte seiner Art. Ähnliche Projekte gab es bisher auf der Insel Südgeorgien im Südatlantik, die mit etwa 350.000 Hektar zwar flächenmäßig größer ist als die neuseeländische Inseln, dafür aber kaum menschliche Bewohner und Bewohnerinnen hat, während auf Rakiura immerhin 400 Menschen leben. Auch in Australien versuchte man in den vergangenen Jahren, unerwünschten tierischen [Zielgruppe] „auf die Pelle“ zu rücken: So wurden rund 300.000 Ratten auf der Insel Lord Howe getötet. Zuvor hatten die Nager die Tier- und Pflanzenwelt der Insel an den Rand des Kollapses gebracht. Vermutlich waren sie dort für das Aussterben von mindestens fünf Landvögeln, 13 wirbellosen Tieren und zwei Pflanzenarten verantwortlich.",0,0,"Laut Leckie ist das derzeitige Projekt das weltweit größte seiner Art. Ähnliche Projekte gab es bisher auf der Insel Südgeorgien im Südatlantik, die mit etwa 350.000 Hektar zwar flächenmäßig größer ist als die neuseeländische Inseln, dafür aber kaum menschliche Bewohner und Bewohnerinnen hat, während auf Rakiura immerhin 400 Menschen leben. Auch in Australien versuchte man in den vergangenen Jahren, unerwünschten tierischen [Zielgruppe] „auf die Pelle“ zu rücken: So wurden rund 300.000 Ratten auf der Insel Lord Howe getötet. Zuvor hatten die Nager die Tier- und Pflanzenwelt der Insel an den Rand des Kollapses gebracht. Vermutlich waren sie dort für das Aussterben von mindestens fünf Landvögeln, 13 wirbellosen Tieren und zwei Pflanzenarten verantwortlich.",0,0,3
121,121,"Die anfänglich große Spendenwelle nach Beginn des [Gruppe3]-Krieges sei ähnlich wie zwischen 2015 und 2016 abgeflaut, sagte Werth unter Hinweis auf die damals hohe Zahl an [Zielgruppe] aus [Gruppe6]. Die Ursprungseuphorie sei vor sieben Jahren zu Beginn groß gewesen. „Dann sagen sich die Leute, ich habe auch etwas anderes zu tun.“ Wenn negative Nachrichten nicht durch gute ersetzt würden, gebe es eine gewisse Abstumpfung, sagte Werth: „Das ist schade, aber das ist eine übliche Reaktion.“",0,0,"Die anfänglich große Spendenwelle nach Beginn des [Gruppe3]-Krieges sei ähnlich wie zwischen 2015 und 2016 abgeflaut, sagte Werth unter Hinweis auf die damals hohe Zahl an [Zielgruppe] aus [Gruppe6]. Die Ursprungseuphorie sei vor sieben Jahren zu Beginn groß gewesen. „Dann sagen sich die Leute, ich habe auch etwas anderes zu tun.“ Wenn negative Nachrichten nicht durch gute ersetzt würden, gebe es eine gewisse Abstumpfung, sagte Werth: „Das ist schade, aber das ist eine übliche Reaktion.“",0,0,"Die anfänglich große Spendenwelle nach Beginn des [Gruppe3]-Krieges sei ähnlich wie zwischen 2015 und 2016 abgeflaut, sagte Werth unter Hinweis auf die damals hohe Zahl an [Zielgruppe] aus [Gruppe6]. Die Ursprungseuphorie sei vor sieben Jahren zu Beginn groß gewesen. „Dann sagen sich die Leute, ich habe auch etwas anderes zu tun.“ Wenn negative Nachrichten nicht durch gute ersetzt würden, gebe es eine gewisse Abstumpfung, sagte Werth: „Das ist schade, aber das ist eine übliche Reaktion.“",0,0,3
122,122,"Doch ihr Anspruch an sich selbst, ein guter Mensch zu sein, überwiegt, und sie engagiert die junge [Zielgruppe] Amal als Nanny für ihre Kinder. Amal entpuppt sich als phänomenale Sängerin und Zelda meldet sie bei der Talentshow „Die Stimme“ an. Nach einem glanzvollen Auftritt nimmt Amal vor laufender Kamera ihr Kopftuch ab. Durch diesen Akt der Befreiung geraten Zelda und ihre Familie ins Kreuzfeuer eines unlösbaren Konfliktes, der ihre Welt aus den Angeln hebt. Eine packende Geschichte über Familie, Loyalität und beherztes Engagement.",0,0,"Doch ihr Anspruch an sich selbst, ein guter Mensch zu sein, überwiegt, und sie engagiert die junge [Zielgruppe] Amal als Nanny für ihre Kinder. Amal entpuppt sich als phänomenale Sängerin und Zelda meldet sie bei der Talentshow „Die Stimme“ an. Nach einem glanzvollen Auftritt nimmt Amal vor laufender Kamera ihr Kopftuch ab. Durch diesen Akt der Befreiung geraten Zelda und ihre Familie ins Kreuzfeuer eines unlösbaren Konfliktes, der ihre Welt aus den Angeln hebt. Eine packende Geschichte über Familie, Loyalität und beherztes Engagement.",0,0,"Doch ihr Anspruch an sich selbst, ein guter Mensch zu sein, überwiegt, und sie engagiert die junge [Zielgruppe] Amal als Nanny für ihre Kinder. Amal entpuppt sich als phänomenale Sängerin und Zelda meldet sie bei der Talentshow „Die Stimme“ an. Nach einem glanzvollen Auftritt nimmt Amal vor laufender Kamera ihr Kopftuch ab. Durch diesen Akt der Befreiung geraten Zelda und ihre Familie ins Kreuzfeuer eines unlösbaren Konfliktes, der ihre Welt aus den Angeln hebt. Eine packende Geschichte über Familie, Loyalität und beherztes Engagement.",0,0,3
123,123,"Unterdessen erreicht die Zahl der Asylbewerber immer neue Höchstwerte in Deutschland. Im aktuellen Jahr kamen [Gruppe4]enscharen in der Dimension einer Großstadt zu uns, was nicht nur eine stetig anwachsende neue Souveränität, sondern auch eine zunehmende Belastung unter den Gastgebern bewirkt, die wie immer den Zahlmeister spielen dürfen obwohl die Hälfte aller privaten Haushalte von Verarmung betroffen sind. Bis August gingen exakt 115.402 Erstanträge ein, was einer Zunahme von 35 Prozent im Vergleich zum Vorjahr entspricht. Vor allem Iraker, [Gruppe7] und [Zielgruppe] wurden mal wieder am häufigsten registriert. Der informelle Plan der Regierungen, hier den Osten stärker als Unterbringungsraum in Anspruch zu nehmen, als es der Quote der Einwohnerzahl entspricht, muss im beschriebenen Kontext der “Aufbrechung” gewachsener Bevölkerungsstrukturen gesehen werden.",0,0,"Unterdessen erreicht die Zahl der Asylbewerber immer neue Höchstwerte in Deutschland. Im aktuellen Jahr kamen [Gruppe4]enscharen in der Dimension einer Großstadt zu uns, was nicht nur eine stetig anwachsende neue Souveränität, sondern auch eine zunehmende Belastung unter den Gastgebern bewirkt, die wie immer den Zahlmeister spielen dürfen obwohl die Hälfte aller privaten Haushalte von Verarmung betroffen sind. Bis August gingen exakt 115.402 Erstanträge ein, was einer Zunahme von 35 Prozent im Vergleich zum Vorjahr entspricht. Vor allem Iraker, [Gruppe7] und [Zielgruppe] wurden mal wieder am häufigsten registriert. Der informelle Plan der Regierungen, hier den Osten stärker als Unterbringungsraum in Anspruch zu nehmen, als es der Quote der Einwohnerzahl entspricht, muss im beschriebenen Kontext der “Aufbrechung” gewachsener Bevölkerungsstrukturen gesehen werden.",0,0,"Unterdessen erreicht die Zahl der Asylbewerber immer neue Höchstwerte in Deutschland. Im aktuellen Jahr kamen [Gruppe4]enscharen in der Dimension einer Großstadt zu uns, was nicht nur eine stetig anwachsende neue Souveränität, sondern auch eine zunehmende Belastung unter den Gastgebern bewirkt, die wie immer den Zahlmeister spielen dürfen obwohl die Hälfte aller privaten Haushalte von Verarmung betroffen sind. Bis August gingen exakt 115.402 Erstanträge ein, was einer Zunahme von 35 Prozent im Vergleich zum Vorjahr entspricht. Vor allem Iraker, [Gruppe7] und [Zielgruppe] wurden mal wieder am häufigsten registriert. Der informelle Plan der Regierungen, hier den Osten stärker als Unterbringungsraum in Anspruch zu nehmen, als es der Quote der Einwohnerzahl entspricht, muss im beschriebenen Kontext der “Aufbrechung” gewachsener Bevölkerungsstrukturen gesehen werden.",0,0,3
124,124,"
Das klingt ein bisschen einfach. Aber ganz falsch ist es nicht. Der von Trump unterstützte US-[Zielgruppe] Mehmet Oz ist vielen Amerikanern vor allem durch die 13 Staffeln seiner „Dr. Oz Show“ bekannt, in denen der gelernte Kardiologe vielerlei Gesundheits- und Medizintipps gab, die Experten oft anzweifelten, ihm aber viel Geld einbrachten. Der umstrittene Fernseharzt warnte vor Handys, die angeblich Brustkrebs auslösen, verkaufte Kaffee-Wunderpillen und fragwürdige Diätmittelchen und pries Hydroxychloroquin als Corona-Therapeutikum an, womit er den damaligen Präsidenten Trump nachhaltig beeindruckte.",0,0,"
Das klingt ein bisschen einfach. Aber ganz falsch ist es nicht. Der von Trump unterstützte US-[Zielgruppe] Mehmet Oz ist vielen Amerikanern vor allem durch die 13 Staffeln seiner „Dr. Oz Show“ bekannt, in denen der gelernte Kardiologe vielerlei Gesundheits- und Medizintipps gab, die Experten oft anzweifelten, ihm aber viel Geld einbrachten. Der umstrittene Fernseharzt warnte vor Handys, die angeblich Brustkrebs auslösen, verkaufte Kaffee-Wunderpillen und fragwürdige Diätmittelchen und pries Hydroxychloroquin als Corona-Therapeutikum an, womit er den damaligen Präsidenten Trump nachhaltig beeindruckte.",0,0,"
Das klingt ein bisschen einfach. Aber ganz falsch ist es nicht. Der von Trump unterstützte US-[Zielgruppe] Mehmet Oz ist vielen Amerikanern vor allem durch die 13 Staffeln seiner „Dr. Oz Show“ bekannt, in denen der gelernte Kardiologe vielerlei Gesundheits- und Medizintipps gab, die Experten oft anzweifelten, ihm aber viel Geld einbrachten. Der umstrittene Fernseharzt warnte vor Handys, die angeblich Brustkrebs auslösen, verkaufte Kaffee-Wunderpillen und fragwürdige Diätmittelchen und pries Hydroxychloroquin als Corona-Therapeutikum an, womit er den damaligen Präsidenten Trump nachhaltig beeindruckte.",0,0,3
125,125,"Andrej Bondartschuk, Leiter der [Gruppe3]unterkunft und selbst aus der [Zielgruppe] stammend, sagte: „Ich finde das sehr erschreckend, dass man in dem Land ankommt, wo man in Sicherheit ist und geschützt und plötzlich muss man wieder einmal sein Heim verlassen. Man muss wieder einmal um die eigene Sicherheit bangen und diese Unsicherheit noch einmal erleben, die man schon mal erlebt hat.“ Das Hotel wird laut Polizeiangaben bereits seit April 2021 als [Gruppe3]unterkunft genutzt. Bei den derzeitigen Bewohnern handelt es sich demnach größtenteils um [Zielgruppe]. Gerne können Sie EPOCH TIMES auch durch Ihre Spende unterstützen:",0,0,"Andrej Bondartschuk, Leiter der [Gruppe3]unterkunft und selbst aus der [Zielgruppe] stammend, sagte: „Ich finde das sehr erschreckend, dass man in dem Land ankommt, wo man in Sicherheit ist und geschützt und plötzlich muss man wieder einmal sein Heim verlassen. Man muss wieder einmal um die eigene Sicherheit bangen und diese Unsicherheit noch einmal erleben, die man schon mal erlebt hat.“ Das Hotel wird laut Polizeiangaben bereits seit April 2021 als [Gruppe3]unterkunft genutzt. Bei den derzeitigen Bewohnern handelt es sich demnach größtenteils um [Zielgruppe]. Gerne können Sie EPOCH TIMES auch durch Ihre Spende unterstützen:",0,0,"Andrej Bondartschuk, Leiter der [Gruppe3]unterkunft und selbst aus der [Zielgruppe] stammend, sagte: „Ich finde das sehr erschreckend, dass man in dem Land ankommt, wo man in Sicherheit ist und geschützt und plötzlich muss man wieder einmal sein Heim verlassen. Man muss wieder einmal um die eigene Sicherheit bangen und diese Unsicherheit noch einmal erleben, die man schon mal erlebt hat.“ Das Hotel wird laut Polizeiangaben bereits seit April 2021 als [Gruppe3]unterkunft genutzt. Bei den derzeitigen Bewohnern handelt es sich demnach größtenteils um [Zielgruppe]. Gerne können Sie EPOCH TIMES auch durch Ihre Spende unterstützen:",0,0,3
126,126,"Russland setzt sich für Hilfslieferungen innerhalb [Zielgruppe] ein, was seinem Verbündeten – dem [Zielgruppe] Präsidenten Baschar al-Assad – größere Kontrolle über deren Verteilung ermöglichen würde. Guterres plädierte eindringlich für eine anhaltende Öffnung von Bab al-Hawa für UN-Hilfen. Ein Stopp grenzüberschreitender Lieferungen mitten im Winter könnte dazu führen, dass Millionen von [Zielgruppe] und [Zielgruppe] ohne die nötige Unterstützung dastünden, um harsche Wetterverhältnisse zu überstehen, warnte er.",0,0,"Russland setzt sich für Hilfslieferungen innerhalb [Zielgruppe] ein, was seinem Verbündeten – dem [Zielgruppe] Präsidenten Baschar al-Assad – größere Kontrolle über deren Verteilung ermöglichen würde. Guterres plädierte eindringlich für eine anhaltende Öffnung von Bab al-Hawa für UN-Hilfen. Ein Stopp grenzüberschreitender Lieferungen mitten im Winter könnte dazu führen, dass Millionen von [Zielgruppe] und [Zielgruppe] ohne die nötige Unterstützung dastünden, um harsche Wetterverhältnisse zu überstehen, warnte er.",0,0,"Russland setzt sich für Hilfslieferungen innerhalb [Zielgruppe] ein, was seinem Verbündeten – dem [Zielgruppe] Präsidenten Baschar al-Assad – größere Kontrolle über deren Verteilung ermöglichen würde. Guterres plädierte eindringlich für eine anhaltende Öffnung von Bab al-Hawa für UN-Hilfen. Ein Stopp grenzüberschreitender Lieferungen mitten im Winter könnte dazu führen, dass Millionen von [Zielgruppe] und [Zielgruppe] ohne die nötige Unterstützung dastünden, um harsche Wetterverhältnisse zu überstehen, warnte er.",0,0,3
127,127,"Derweil kritisierten Vertreter der Unionsparteien nicht nur die Pläne der Regierung zur Senkung der Hürden bei der Einbürgerung in Deutschland lebender [Zielgruppe], sondern auch die zur Erleichterung der Zuwanderung von Fachkräften. Der Parlamentarische Geschäftsführer der Unionsfraktion, Thorsten Frei (CDU), beklagte am Dienstag in Berlin, die Regierungskoalition wolle »flächendeckend mit dem deutschen Pass« um sich werfen. Bei den Vorhaben zur Fachkräfteeinwanderung erteilte Frei insbesondere dem vorgeschlagenen Punktesystem eine Absage.",0,0,"Derweil kritisierten Vertreter der Unionsparteien nicht nur die Pläne der Regierung zur Senkung der Hürden bei der Einbürgerung in Deutschland lebender [Zielgruppe], sondern auch die zur Erleichterung der Zuwanderung von Fachkräften. Der Parlamentarische Geschäftsführer der Unionsfraktion, Thorsten Frei (CDU), beklagte am Dienstag in Berlin, die Regierungskoalition wolle »flächendeckend mit dem deutschen Pass« um sich werfen. Bei den Vorhaben zur Fachkräfteeinwanderung erteilte Frei insbesondere dem vorgeschlagenen Punktesystem eine Absage.",0,0,"Derweil kritisierten Vertreter der Unionsparteien nicht nur die Pläne der Regierung zur Senkung der Hürden bei der Einbürgerung in Deutschland lebender [Zielgruppe], sondern auch die zur Erleichterung der Zuwanderung von Fachkräften. Der Parlamentarische Geschäftsführer der Unionsfraktion, Thorsten Frei (CDU), beklagte am Dienstag in Berlin, die Regierungskoalition wolle »flächendeckend mit dem deutschen Pass« um sich werfen. Bei den Vorhaben zur Fachkräfteeinwanderung erteilte Frei insbesondere dem vorgeschlagenen Punktesystem eine Absage.",0,0,3
128,128,Auf der Grundlage dieser Vorstellungen eines modernen Nationalstaats begann die anfangs eher zögerliche Migration von jüdischen Menschen an das Ostufer des Mittelmeeres. Jüdische [Zielgruppe] und Organisationen kauften in der bis 1918 osmanischen Provinz von den ortsansässigen Arabern Land und begannen mit dem Aufbau von nicht selten an kommunistischen Vorstellungen orientierten Kommunen. So gelten heute die Gründung der Siedlungen Petach Tikwa und Rischon LeZion bei der historischen Stadt Jaffa in den Jahren 1878 und 1882 als eigentlicher Start der Siedlungsbewegung.,0,0,Auf der Grundlage dieser Vorstellungen eines modernen Nationalstaats begann die anfangs eher zögerliche Migration von jüdischen Menschen an das Ostufer des Mittelmeeres. Jüdische [Zielgruppe] und Organisationen kauften in der bis 1918 osmanischen Provinz von den ortsansässigen Arabern Land und begannen mit dem Aufbau von nicht selten an kommunistischen Vorstellungen orientierten Kommunen. So gelten heute die Gründung der Siedlungen Petach Tikwa und Rischon LeZion bei der historischen Stadt Jaffa in den Jahren 1878 und 1882 als eigentlicher Start der Siedlungsbewegung.,0,0,Auf der Grundlage dieser Vorstellungen eines modernen Nationalstaats begann die anfangs eher zögerliche Migration von jüdischen Menschen an das Ostufer des Mittelmeeres. Jüdische [Zielgruppe] und Organisationen kauften in der bis 1918 osmanischen Provinz von den ortsansässigen Arabern Land und begannen mit dem Aufbau von nicht selten an kommunistischen Vorstellungen orientierten Kommunen. So gelten heute die Gründung der Siedlungen Petach Tikwa und Rischon LeZion bei der historischen Stadt Jaffa in den Jahren 1878 und 1882 als eigentlicher Start der Siedlungsbewegung.,0,0,3
129,129,"Prognosen seien laut Krisenhelfer Hashi schwierig. Jedoch deute vieles darauf hin, dass auch die nächste Regensaison ausbleibt. Eine weitere Verschlimmerung der Dürresituation könnte den „Tod mehrerer Millionen [Zielgruppe]“ bedeuten. Dabei konnte das ehemalige Bürgerkriegsland zuletzt einige Fortschritte verbuchen: In Mogadischu sitzt wieder eine stabile Regierung, [Zielgruppe] Ärzte und Architekten kehrten aus dem Exil zurück, Kinos und Stadien sperrten ihre Tore wieder auf.",0,0,"Prognosen seien laut Krisenhelfer Hashi schwierig. Jedoch deute vieles darauf hin, dass auch die nächste Regensaison ausbleibt. Eine weitere Verschlimmerung der Dürresituation könnte den „Tod mehrerer Millionen [Zielgruppe]“ bedeuten. Dabei konnte das ehemalige Bürgerkriegsland zuletzt einige Fortschritte verbuchen: In Mogadischu sitzt wieder eine stabile Regierung, [Zielgruppe] Ärzte und Architekten kehrten aus dem Exil zurück, Kinos und Stadien sperrten ihre Tore wieder auf.",0,0,"Prognosen seien laut Krisenhelfer Hashi schwierig. Jedoch deute vieles darauf hin, dass auch die nächste Regensaison ausbleibt. Eine weitere Verschlimmerung der Dürresituation könnte den „Tod mehrerer Millionen [Zielgruppe]“ bedeuten. Dabei konnte das ehemalige Bürgerkriegsland zuletzt einige Fortschritte verbuchen: In Mogadischu sitzt wieder eine stabile Regierung, [Zielgruppe] Ärzte und Architekten kehrten aus dem Exil zurück, Kinos und Stadien sperrten ihre Tore wieder auf.",0,0,3
