,Unnamed: 0,_id,text,label
15,15,632712b03dd49b919c1f3fc8,"Hermann bezog sich auf aktuelle Zahlen des Bundesamts für Migration und [Gruppe3] (BAMF), wonach immer weniger [Gruppe4] mit höherer Bildung in Deutschland um Asyl bitten. So habe beispielsweise über die Hälfte aller nach Deutschland kommenden [Gruppe2] und [Zielgruppe] nur Bildung auf Grundschulniveau. Auch [Gruppe7] [Gruppe4] verfügten über einen immer niedrigeren Bildungsstand. „Von qualifizierter Zuwanderung kann hier auch keine Rede sein“, bekräftigte der Minister. „Ich warne die Bundesregierung davor, Anreize zu setzen, daß sich noch mehr unqualifizierte Menschen in der Hoffnung auf Arbeit auf den Weg nach Deutschland machen.“",0.0
17,17,632712823dd49b919c0c9e8f,"Litauen hatte die Anreize für rückkehrwillige [Zielgruppe] zuletzt deutlich erhöht. Um sie zur Rückkehr in den Irak zu bewegen, wurde ihnen eine Einmalzahlung von 1000 Euro pro Person zugesagt. Dieses Angebot gilt noch bis zum 20. Januar. Bei Bedarf könnten weitere Charterflüge organisiert werden, sagte der stellvertretende Leiter des Grenzschutzes im litauischen Radio.",0.0
18,18,632712903dd49b919c12fbf8,"Danach waren Asylentscheidungen zurückgestellt worden, weil das Bundesamt für Migration und [Gruppe3] (BAMF) auf eine neue Einschätzung der Lage in [Zielgruppe] durch die Bundesregierung wartete. Seit dem 1. Dezember werden auf Basis neuer Leitsätze wieder Entscheidungen zu Anträgen von [Zielgruppe] getroffen. Die Bundeswehr war Ende Juni 2021 nach einem 20-jährigen Einsatz aus [Zielgruppe] abgezogen. In der Folge des Abzugs aller auswärtigen Streitkräfte gewannen die militant-islamistischen Taliban die Oberhand in dem Land, Mitte August auch in der Hauptstadt Kabul.",0.0
19,19,6327128b3dd49b919c10cf3e,"Ein Polizist, der in der Nähe einen Verkehrsunfall aufgenommen habe, sei sofort herbei geeilt. „Er konnte den Angriff nur durch den Einsatz seiner Schusswaffe unterbinden und gab mehrere Schüsse ab“, heißt es in der Mitteilung der Ermittler. Dabei wurde der 32-jährige [Zielgruppe] verletzt. Mit wie vielen Schüssen und wie schwer, war zunächst unklar. Er werde im Krankenhaus bewacht.",1.0
20,20,6327128b3dd49b919c10d4e1," Bei der Ermittlung von Kriegsverbrechen in der [Gruppe3] setzen deutsche Behörden auf Zeugenaussagen von [Zielgruppe]. „Die [Zielgruppe] sind für uns auch potenzielle Zeugen von Kriegsverbrechen: Ihre Aussagen können für die Strafverfolgung von immenser Bedeutung sein“, sagte der Chef des Bundeskriminalamts, Holger Münch, dem RedaktionsNetzwerk Deutschland (RND). ",0.0
22,22,632ccdc1a0d250ea9b0cd1ce,"Mehr aus Politik
883 Vollstreckungen in 2022Zahl der Hinrichtungen weltweit erreicht neuen RekordDie Menschenrechtsorganisation Amnesty International hat einen neuen Höchststand an vollstreckten Todesstrafen beobachtet. Im Jahr 2022 sind weltweit mindestens 833 Menschen hingerichtet worden – 65 Prozent davon im Iran. Beobachter rechnen mit einer hohen Dunkelziffer.„Gerade keine leichte Zeit für uns“Berliner Heizungsstreit und Bremer „Brötchentaste“: die Grünen in der KriseZwar errangen die Grünen bei den Kommunalwahlen in Schleswig-Holstein bisweilen sehr gute Ergebnisse. In Bremen allerdings erlebten sie ein Desaster und müssen um den Verbleib in der Regierung bangen. Das passt zur Gesamtsituation der Partei, die nicht besonders rosig ist.Was passiert mit dem OligarchenvermögenScholz beim Europarat: Zahlt Russland für den Wiederaufbau der [Gruppe5]?Der Europarat tagt erstmals seit 18 Jahren wieder auf Chefebene, der Kanzler fliegt dafür nach Island. Die für den Wiederaufbau der [Gruppe5] nötige Gesamtsumme wird auf bis zu eine Billion US-Dollar geschätzt – je nach dem wie lange der Krieg dauert. Eine entscheidende Frage ist, ob eingefrorene Milliarden der russischen Zentralbank oder von Oligarchen dafür eingesetzt werden.Empfehlungen zur Gesundheit der BevölkerungÄrztepräsident Reinhardt fordert Einführung eines „Deutschen Gesundheitsrates“Am Dienstag beginnt der 127. Ärztetag in Essen. Ärztepräsident Klaus Reinhardt fordert die Politik auf, nach dem Vorbild des Ethikrates einen „Deutschen Gesundheitsrat“ einzurichten. Es gebe heute kaum ein Politikfeld, das nicht mit gesundheitlichen Belangen der Menschen verwoben sei, argumentiert er.Zwei Drittel für ErdoganKurdische Gemeinde kritisiert Wahlverhalten der [Zielgruppe] in Deutschland„Das ist auch ein Problem für Deutschland“: Der Vorsitzende der Kurdischen Gemeinde in Deutschland. Eli Ertan Toprak, hat das Wahlverhalten der in Deutschland wahlberechtigten [Zielgruppe] kritisiert. „Die Menschen, die hier die Demokratie genießen, unterstützen eine Autokratie in der [Zielgruppe]“, sagte Toprak dem RND.",0.0
23,23,632712953dd49b919c14aca9,"2015 war der [Zielgruppe] erstmals in Deutschland registriert worden. Seither fiel er zwar mehrmals wegen psychischer Probleme auf. Bis zum Tattag hatten die Behörden aber nach eigenen Angaben keine Hinweise darauf, dass der Mann andere Menschen gefährden könnte.",1.0
24,24,6327128c3dd49b919c1120ca,"2020 – In der ostrussischen Region Chabarowsk beginnen wochenlange Massenproteste gegen die Verhaftung des Gouverneurs Sergej Furgal. Er wird beschuldigt, vor rund 16 Jahren an Morden beteiligt gewesen zu sein. Furgal hatte bei seiner Wahl 2018 den Kandidaten der Kremlpartei besiegt. 2012 – Mehr als acht Jahre nach Beginn des Einsatzes in Kundus Ende 2003 übergibt die Bundeswehr die Verantwortung für die Sicherheit in der Unruheregion an die [Zielgruppe]. Sie sollen bis Ende 2014 im ganzen Land die Verantwortung von den internationalen Truppen übernehmen. 2007 – Das Europaparlament stimmt mit großer Mehrheit für die endgültige Abschaffung des Briefmonopols. Von 2011 an dürfen private Postdienste in der EU auch Briefe unter 50 Gramm überbringen. In Deutschland soll das Briefmonopol 2008 fallen.",0.0
25,25,632712c33dd49b919c26e4bd," Mehr als eine Million [Zielgruppe] sind als Binnen[Gruppe3] unterwegs, da sie in ihren Dörfern und Städten keine Nahrung finden. „Eine Hungersnot steht vor der Tür“, warnte letzte Woche der Unter­general­sekretär der Vereinten Nationen für Humanitäre Einsätze, Martin Griffiths. Auch für den Koordinator der südafrikanischen Hilfsorganisation Gift of the Givers in Mogadischu, Abdirisack M. Hashi gehört der Anblick von ausgemergeltem Vieh und Kinderskeletten inzwischen zum Alltag. „Die Auswirkungen der Dürre sind in jedem Winkel [Zielgruppe] sichtbar, man kann dem Hunger nicht mehr entkommen“, so der Helfer. Er spricht von einer „menschlichen Tragödie“, die selbst die Dürre von 2011 übertreffen könnte. Damals starben 250.000 Menschen.",0.0
26,26,632712723dd49b919c065cb8,"Unverständnis über ausstehende Aufnahme von [Zielgruppe] Ortskräften „Deutschland hat Millionen [Gruppe5] geholfen, aber schafft keine 20.000 [Zielgruppe]?“, fragte ein Teilnehmer des Treffens ehemaliger [Zielgruppe] Ortskräfte. 
Der undotierte Preis erinnert an den Mitbegründer und langjährigen Vorsitzenden des [Gruppe3]rates, Matthias Lange, der 2006 starb. Die Auszeichnung wird in diesem Jahr zum vierten Mal vergeben.",0.0
28,28,6364e3df9f0b99c28b0bf0be,"In Reaktion auf ein Blutbad, das ein [Zielgruppe] in Ludwigshafen-Oggersheim angerichtet hat, twitterte der freie Journalist Jan A. Karon – in fußläufiger Entfernung aufgewachsen ­­– erbost über das „Shithole-Country mit Steinzeit-Kultur“, aus dem der Täter stammt, und „einen track record von Gewaltdelikten von [Zielgruppe]“ in diesem unseren Lande. „Und wenn Berufsempörte mir jetzt sagen wollen, ich sei rechts, rassistisch oder fremdenfeindlich, weil ich keine Lust habe, das auszuschweigen, ist mir das egal“, ergänzte er in weiser Vorahnung. „Inzwischen passieren diese Einzelfälle jeden Tag, quer durchs Bundesgebiet.“",1.0
29,29,6327128b3dd49b919c107b27,"Asiye Atalay hatte keine Chance. Die 19jährige ging am Abend des 5. Mai mit einer Freundin in Istanbul spazieren. Als ihr Ex-Freund, Ümit K., auftauchte, bemerkten Passanten, dass etwas nicht stimmte. Ein Nachbar filmte von einem Balkon aus, wie der 25jährige auf die schreiende junge Frau zugeht, die Hand hebt und sie mit einem Kopfschuss tötet. Ümit K. wurde festgenommen. Die Mutter Atalays gab zu Protokoll, dass der Täter bereits zwei Jahre im Gefängnis gesessen hatte, weil er seine Ex-Freundin heftig bedroht hatte. Sie war mittlerweile mit einem anderen Partner verlobt und wollte bald heiraten. Die Verteidigung von Ümit K. plädiert auf verminderte Zurechnungsfähigkeit und hat gute Chancen, damit durchzukommen. Die damalige Anzeige wegen Belästigung kann als Argument dafür dienen, dass er chronisch eifersüchtig sei – was paradoxerweise als entlastend gilt. »In der Gerichtspraxis er­leben wir immer wieder, dass Eifersucht und Jähzorn von Tätern mit Strafminderung belohnt werden«, sagt die Feministin Cânân Arın. Die Juristin hat 2007 die Plattform für die Durchsetzung von Frauenrechten bei der Istanbuler Anwaltskammer gegründet. Frauen erhalten dort kostenlos Rechtsberatung, bei Bedarf auch Rechtsbeistand. »Die Medien sind mehr oder weniger ganz in Regierungshand.« Sezgin Tanrıkulu, Abgeordneter der Republikanischen Volkspartei (CHP) Am 20. März 2021 ist die [Zielgruppe] auf Beschluss von Präsident Recep Tayyip Erdoğan aus dem 2011 beschlossenen und 2014 in Kraft getretenen Übereinkommen des Europarats zur Bekämpfung und Verhütung von Gewalt gegen Frauen und häuslicher Gewalt (Istanbul-Konvention) ausgetreten. Für den 1. Juli 2021, als der Austritt rechtskräftig wurde, hatten Frauengruppen eine Demonstration dagegen in der Küstenstadt İzmir organisiert. Die Polizei setzte Pfeffergas und Knüppel ein, 17 Frauen wurden wegen Beleidigung des Präsidenten und Verstoßes gegen das Versammlungs- und Demonstrations­ge­setz festgenommen und gegen Meldeauf­lagen wieder auf freien Fuß gesetzt. Im August 2021 akzeptierte ein Istanbuler Gericht die Anklageschrift, die für jede der Frauen eine Haftstrafe bis zu acht Jahren forderte. Arın sagt dazu: »Wenn Staatsdiener schon grundlos Gewalt gegen Demonstrantinnen ausüben, warum sollen sich Männer dann zu Hause zurückhalten?« Anıt Sayaç ist eine Plattform gegen Frauenmorde. Sie registrierte in der [Zielgruppe] 2021 insgesamt 420 Femizide. Amnesty International beruft sich auf Angaben unabhängiger Frauenrechts­organisationen und nennt 280 Frauen, die 2021 an den Folgen geschlechtsspezifischer Gewalt starben, in 217 weiteren Fällen seien verdächtige Todesumstände festgestellt worden. Asiye Atalay wird auf der Liste von Anıt Sayaç als 135. Opfer in diesem Jahr in der [Zielgruppe] gezählt. Menschenrechtlerinnen und -rechtler beobachten ein politisch gewolltes Missverhältnis zwischen der Milde in der Verfolgung von Kapitalverbrechen und der Strenge bei der Ahndung politischer Delikte. Am 25. April wurden die acht Angeklagten im sogenannten Gezi-Prozess zu langen Haftstrafen verurteilt: Can Atalay, Çiğdem Mater, Hakan Altınay, Mine Özerden, Mücella Yapıcı und Tayfun Kahraman zu 18 Jahren Gefängnis und der Unternehmer und Kulturmäzen Osman Kavala, der seit über viereinhalb Jahren im Gefängnis sitzt, zu einer verschärften lebenslangen Freiheitsstrafe. Die sogenannten Gezi-Proteste richteten sich 2013 zunächst gegen den geplanten Bau eines Einkaufszentrum im Istanbuler Gezi-Park und weiteten sich später zu landesweiten Protesten für Demokratie und Menschenrechte aus. »Politische Gefangene sitzen jahrelang in Untersuchungshaft, das sind Haftstrafen ohne Gerichtsurteil«, sagt Sezgin Tanrıkulu, ein Abgeordneter der oppositionellen Republikanischen Volkspartei (CHP), der selbst Jurist ist. »In der ersten Anklageschrift wurde Kavala wegen der Protestaktionen anderer, wie einem Klavierkonzert im Gezi-Park, beschuldigt, Drahtzieher der Ausschreitungen zu sein. Zum Schluss ging es dann nur noch um Gasmasken, die an seinem Ausstellungsort verteilt wurden, und ähnliche Bagatellen. Das ist Willkürjustiz.« Die Architektin Mücella Yapıcı ist 72 Jahre alt. Bei ihrer Verurteilung sagte sie: »Ich habe keinen Diebstahl begangen, mich keiner Korruption schuldig gemacht. Mein Leben lang war ich ehrlich. (…) Wir sind stolz darauf, Gezi erhobenen Hauptes zu verteidigen.« Die Regierung Erdoğan habe den Stand der Menschenrechte in der [Zielgruppe] um Jahrzehnte zurückgeworfen und verstoße offenkundig gegen internationale Menschenrechtsnormen, stellte die Menschenrechtsorganisation Human Rights Watch (HRW) im Januar in ihrem Bericht zur weltweiten Menschenrechtslage fest. In der [Zielgruppe] herrschten restriktive Bedingungen für Medien, Menschenrechtler, LGBT, kur­dische politische Aktivisten und andere als regierungskritisch ausgemachte Personen, resümiert der HRW-Bericht. Ehemals führende Politikerinnen und Politiker der oppositionellen ­Demokratischen Volkspartei (HDP) wurden für fünf Jahre inhaftiert und vor dem Verfassungsgericht ist ein Verbotsverfahren gegen die Partei anhängig. Die politische Kontrolle über die [Zielgruppe] Gerichte höhle rechtsstaatliche Prinzipien aus, so HRW. Straffreiheit für polizeiliche Übergriffe und gewalt­sames Verschwindenlassen sei nach wie vor weitverbreitet. Im Januar veröffentlichte der CHP-Abgeordnete Tanrıkulu seinen jährlichen Bericht über Rechtsverletzungen in der [Zielgruppe]. Demnach wurden im vergangenen Jahr 3 145 Menschen gefoltert und misshandelt. 250 Journalistinnen und Journalisten wurden in mindestens 130 Verfahren wegen ihrer Berichterstattung vor Gericht gestellt, mindestens 50 Personen wurden wegen ihrer journalistischen Aktivitäten inhaftiert, 26 Journalisten und Moderatoren aufgrund oder während ihrer Berichterstattung tätlich angegriffen. Zudem heißt es in dem Bericht, 64 Websites seien geschlossen und der Zugang zu 1 460 Nachrichten sei gesperrt worden. »Die Medien sind mehr oder weniger ganz in Regierungshand«, unterstreicht Tanrıkulu im Gespräch mit der Jungle World. »Die Justiz dient als Repressionsorgan und bestraft immer wieder zur Abschreckung Unschuldige.« 2007 wurde Hrant Dink, Herausgeber der armenisch-[Zielgruppe] Zeitung Agos, auf offener Straße erschossen. »Der wurde noch posthum für Straftaten verurteilt, die er niemals begangene hatte«, so Tanrıkulu. Dink wurde verurteilt, weil er das [Zielgruppe] beleidigt und behauptet haben soll, die [Zielgruppe] hätten vergiftetes Blut. Dabei hatte er in einem Leitartikel an die Armenier appelliert, sich von ihrem [Zielgruppe] zu befreien, der ihr Blut vergifte. Garo Paylan ist Abgeordneter der HDP. Auch gegen ihn wurden schon Beleidigungsklagen angestrebt, allerdings erfolglos. Am 23. April reichte er im Parlament einen Gesetzentwurf ein, der die Anerkennung des Genozids an den Armeniern zum Thema hat. In sozialen Medien brach ein Shitstorm aus, nachdem die Vorsitzende der oppositionellen, aber nationalistischen İyi Parti (Gute Partei), Meral Akşener, die Aufhebung seiner Immunität gefordert hatte. Er verdrehe die Geschichte und beleidige Volk und Nation, so Akşener. Paylan erwiderte: »Meral Akşener hat mich den Wölfen zum Fraß vorgeworfen«, womit er die Krimina­lisierung von Oppositionellen treffend beschrieb, die sich immer mehr im Land etabliert.",0.0
30,30,6352df37b912504bf4008120,"Ministerpräsidentin Manuela Schwesig (SPD) betonte, es stehe der schwerwiegende Verdacht im Raum, dass es vielleicht Brandstiftung sein könnte, die sich gegen die [Zielgruppe] gerichtet habe. Deshalb müsse das schnell aufgeklärt werden. Aus Innenministerium hieß es, die Polizei solle verstärkt an [Zielgruppe]unterkünften Streife fahren.",0.0
31,31,632712873dd49b919c0ebf74,"Ebenfalls stark zugenommen hat mit 160 Prozent Steigerung die Abwanderung von »[Zielgruppe]« über den Kanal nach Großbritannien. Im Gegensatz zur EU in Brüsssel hat die Regierung in London jedoch bereits Gegenmaßnahmen angekündigt und ergriffen, sodass erwartet wird, dass die endgültigen Zahlen für den aktuellen Monat deutlich zurückgehen werden. Ihnen hat der Artikel gefallen? Bitte
unterstützen Sie mit einer Spende unsere
unabhängige Berichterstattung.",0.0
32,32,6374d22fc29656baf50628ee,"Im Übrigen sei es so, daß nicht „die [Zielgruppe]“ unter dem Krieg leidet, sondern „die [Zielgruppe]“, also die dortige Bevölkerung. Dieses Leiden lasse sich erheblich verkürzen, wenn man jegliche Unterstützung für den US-amerikanischen „Prokönig“ in Kiew umgehend einstelle und ihn auf diese Weise zur Kapitulation zwänge. Der [Zielgruppe]krieg habe seine Ursachen schließlich nicht allein in Russland, und innerhalb der NATO selbst bestehe wegen des Anschlags auf Nordstream 1&2 erheblicher Klärungsbedarf hinsichtlich gewisser Freund-Feind-Fragen. Beim [Zielgruppe]krieg handele es sich zudem um eine weiteres Beispiel aus einer inzwischen langen Reihe militärischer Fehlspekulationen in den USA, so der unvoreingenommene „Experte“, – und bei Selenskyj um ein weiteres Beispiel für jene Reihe „heißer Kartoffeln“, die von den USA im Fall des Mißerfolgs seit jeher fallen gelassen würden. Nachdem nun die „Midterms“ in den USA gelaufen seien, gebe es für die dortige Regierung auch keinen propagandistischen Grund mehr, am [Zielgruppe]krieg festzuhalten. Im Sinne der [Zielgruppe] – nicht „der [Zielgruppe]“ – sei es vermutlich das Vernünftigste, durch die Einstellung jeglicher Unterstützung für das [Zielgruppe] Regime die Kapitulation zu erzwingen und Selenskyj „seinen“ [Zielgruppe] sozusagen „zum Fraß vorzuwerfen“.",0.0
33,33,632712b03dd49b919c1f454a,"15.29 Uhr: Nach ihren jüngsten Erfolgen im Nordosten des Landes hat die [Zielgruppe] das deutsche Zögern bei Panzerlieferungen und das Ringtauschsystem kritisiert. ""Sechs Monate lang gibt es keine Panzer, weil es keine 'politische Entscheidung' dafür gibt"", schrieb der Berater im Präsidentenbüro, Mychajlo Podoljak, am Dienstag auf Deutsch bei Twitter. Aufgrund des deutschen Zögerns könne Russland den ""Terror"" fortsetzen und [Zielgruppe] müssten sterben.",0.0
35,35,632712a03dd49b919c196812,"Die Ermittler waren zunächst davon ausgegangen, dass der damals 27 Jahre alte [Zielgruppe] bei der Tat in dem Zug psychisch krank war. Im Zuge der Ermittlungen wurde jedoch klar, dass er der radikal-islamistischen Szene zuzuordnen ist und aus Hass gegen das freiheitliche System des Westens gehandelt hatte. In seinem Umfeld waren Verbindungen zum Terrornetzwerk Islamischer Staat (IS) gefunden worden.",1.0
36,36,6327128e3dd49b919c120b35,"Die Bundesregierung hat angedeutet, man werde ein mögliches Gesuch der spanischen Regierung zur Lieferung deutscher Leopard-Panzer an die [Zielgruppe] wohlwollend prüfen. Aber Panzerlieferungen könnten auch viel einfacher auf direktem Wege aus Deutschland in die [Zielgruppe] erfolgen, so Melnyk - wenn denn die Bundesregierung mitspiele: ""Die deutsche Industrie ist bereit, diese Waffensysteme sofort zu liefern. Sofort. Ohne Ringtäusche. Ohne Manöver. Ohne Umwege. Und wir können nicht verstehen, was auf dem Wege noch geschehen muss, wieso kein grünes Licht gegeben wird von der Ampelkoalition, oder vom Sicherheitsrat, oder vom Kanzleramt - denn davon hängt ab, wie viele [Zielgruppe] heute und morgen und übermorgen sterben müssen.""",0.0
37,37,63752661ce3240418604d74d,"
Die vom Berliner Senat beschlossenen Unterkünfte für [Zielgruppe] sollen zum Teil auf dem Gelände des ehemaligen Flughafens Tempelhof entstehen. Das teilte die Senatsverwaltung für Integration am Mittwoch mit. In den Hangars 2 und 3 werde eine temporäre Notunterkunft errichtet. Dort sollen zwischen 1000 und 1600 Menschen untergebracht werden können. Geplant sei, die Hangars noch vor Weihnachten in Betrieb zu nehmen.",0.0
38,38,6327129e3dd49b919c183e4c,"Bernreiter hat sich als Krisenmanager einen Namen gemacht, als Anpacker. Zuerst beim Jahrhunderthochwasser 2013, das Deggendorf besonders hart traf. Dann im Sommer 2015, als die [Zielgruppe] zu Hunderttausenden die Grenze nach Niederbayern überquerten. Er ließ daheim Zelte und Feldbetten aufstellen und drängte in Berlin, bei Angela Merkel (CDU) im Kanzleramt, auf Unterstützung. Nun muss Bernreiter helfen, die Krise der CSU zu managen.",0.0
39,39,6327128a3dd49b919c104aad,WARSCHAU. Nach dem Ansturm vorwiegend muslimischer [Zielgruppe] auf Weißrußlands Grenze zu Polen im vergangenen Herbst hat das von der nationalkonservativen PiS regierte Land schnell gehandelt. Ein fünfeinhalb Meter hoher und 187 Kilometer langer Zaun ist fertig errichtet. Ausgestattet mit Bewegungsmeldern und Kameras soll die mächtigste Grenzanlage Europas künftig Masseneinwanderungen verhindern. Das Projekt hat umgerechnet 366 Millionen Euro gekostet.,0.0
40,40,632712793dd49b919c088877,"Aus Lateinamerika vertriebene Menschen werden in Texas von der Grenzpatrouille abgefertigt, nachdem sie illegal den Fluss Rio Grande von Mexiko in die USA überquert haben. © Eric Gay/AP/dpa Um ihre Verantwortung in der [Gruppe4]politik abzugeben, lassen die Gouverneure republikanisch regierter Bundesstaaten inzwischen [Zielgruppe] per Bus in demokratisch geführte Großstädte bringen. Washington - Die Bürgermeisterin der US-Hauptstadt Washington, Muriel Bowser, hat angesichts zahlreicher in der Stadt eintreffender Busse mit [Zielgruppe] und [Zielgruppe] aus dem texanischen Grenzgebiet den Notstand ausgerufen. Sie kündigte an, aufgrund der „anhaltenden humanitären Krise“ eine neue Koordinierungsstelle zu eröffnen, um die Menschen bei ihrer Ankunft besser unterstützen zu können. Der Regierungsbezirk District of Columbia werde dafür zunächst 10 Millionen US-Dollar zur Verfügung stellen und sich dann um eine Rückerstattung durch den Bund bemühen. Die Ausrufung des Notstandes erlaubt es, Bundesmittel umzuleiten.",0.0
41,41,632712973dd49b919c156f2e,"
Die radikal-islamischen Taliban haben die Rechte von Frauen in [Zielgruppe] weiter eingeschränkt: Künftig sollen [Zielgruppe] auf Wunsch von Taliban-Chef Hibatullah Achundsada in der Öffentlichkeit wieder eine Burka tragen. Sie sollten die Ganzkörperbedeckung tragen, „da dies traditionell und respektvoll“ sei, erklärte Achundsada in einem Erlass am Samstag. Es ist eine der bislang striktesten Einschränkungen für das Leben [Zielgruppe] Frauen seit der erneuten Machtübernahme der Islamisten im vergangenen August.",0.0
42,42,632712913dd49b919c1323e5,Panorama 13.04.2023 17:29 02:15 min Gesperrte Friedhöfe an Ostern Verminte Gräber halten [Zielgruppe] von ihren Toten fern Panorama 13.04.2023 15:37 01:23 min,0.0
